Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2015,Kia,Optima,SY5XMFNA04,315,FSK,,,
2015,Kia,Optima,SY5XMFNA433,433.92,FSK,,,
2015,Kia,Rio,SY5XMFNA04,315,FSK,,,
2015,Kia,Rio,TQ8-RKE-3F05,315,FSK,,,
2015,Kia,Sedona,SY5YPFGE06,433.92,FSK,,,
2015,Kia,Sedona,TQ8-RKE-4F19,433.92,FSK,,,
2015,Kia,Sedona,TQ8-RKE-4F21,433.92,FSK,,,
2015,Kia,Sorento,SY5XMFNA04,315,FSK,,,
2015,Kia,Sorento,TQ8-FOB-4F06,433.92,FSK,,,
2015,Kia,Sorento,TQ8-RKE-3F05,315,FSK,,,
2015,Kia,Soul,OSLOKA-875T,433.92,FSK,Possible Rollback 2 Loose. Similar to OSLOKA-870T. Same chipset,,OMRON MD-011
2015,Kia,Soul,OSLOKA-875T (PSD),433.92,FSK,Possible Rollback 2 Loose. Similar to OSLOKA-870T. Same chipset,,OMRON MD-011
2015,Kia,Sportage,NYODD4TX1306-TFL,315,FSK,,,
2015,Lexus,CT200h,HYQ14ACX,314.35,FSK,,,
2015,Lexus,ES300h,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,ES350,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,GS350,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,GS450h,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,IS250,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,IS350,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,NX200,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,NX200t,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,NX200T,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,NX300h,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,NX300,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,RC350,HYQ14FBA,312.1/314.35,FSK,,,
2015,Lexus,RX350,HYQ14ACX,314.35,FSK,,,
2015,Lexus,RX450h,HYQ14ACX,314.35,FSK,,,
2015,Lincoln,MKC,M3N-A2C31243300,902.375/903.425,FSK,,,
2015,Lincoln,MKS,M3N5WY8609,315,ASK/FSK,,,
2015,Lincoln,MKT,M3N5WY8609,315,ASK/FSK,,,
2015,Lincoln,MKX,M3N5WY8609,315,ASK/FSK,,,
2015,Lincoln,MKZ,M3N-A2C31243300,902.375/903.425,FSK,,,
2015,Lincoln,Navigator,M3N5WY8609,315,ASK/FSK,,,
2015,Mazda,3 Hatchback 5 Door,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2015,Mazda,3 Hatchback,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2015,Mazda,3 Sedan,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2015,Mazda,3,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2015,Mazda,5,BGBX1T478SKE125-01,315,FSK,,,
2015,Mazda,6,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2015,Mazda,6,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2015,Mazda,CX-5,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2015,Mazda,CX-5,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2015,Mazda,CX-9,BGBX1T478SKE125-01,315,FSK,,,
2015,Mazda,CX-9,WAZX1T763SKE11A04,315,FSK,,,
2015,Mazda,MX-5 Miata,BGBX1T478SKE125-01,315,FSK,,,
2015,Mitsubishi,Lancer,OUC644M-KEY-N,315,FSK,,,
2015,Mitsubishi,Outlander,OUC644M-KEY-N,315,FSK,,,
2015,Mitsubishi,Outlander Sport,OUC644M-KEY-N,315,FSK,,,
2015,Nissan,370Z,KR55WK49622,315,FSK,,,
2015,Nissan,Altima,KR5S180144014,433.92,FSK,,,
2015,Nissan,Armada,CWTWBU624,315,FSK,,,
2015,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2015,Nissan,Juke,CWTWB1U808,314.975,FSK,,,
2015,Nissan,Leaf,CWTWB1U808,314.975,FSK,,,
2015,Nissan,Leaf,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Murano,KR5S180144014,433.92,FSK,,,
2015,Nissan,NV,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,NV,CWTWB1U821,315,ASK,,,
2015,Nissan,Pathfinder,KR5S180144014,433.92,FSK,,,
2015,Nissan,Quest,CWTWB1U789,314.975,FSK,,,
2015,Nissan,Quest,CWTWB1U808,314.975,FSK,,,
2015,Nissan,Quest,CWTWB1U818,314.975,FSK,,,
2015,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2015,Nissan,Rogue,KR5S180144106,433.92,FSK,,,
2015,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Titan,CWTWB1U821,315,ASK,,,
2015,Nissan,Versa,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Versa Note,CWTWB1U808,314.975,FSK,,,
2015,Scion,iQ,MOZB52TH,314.35,ASK,,,
2015,Scion,tC,MOZB52TH,314.35,ASK,,,
2015,Scion,xB,HYQ12BDP,314.35,ASK,,,
2015,Subaru,BRZ,HYQ14AHC,314.35,FSK,,,
2015,Subaru,Forester,CWTWB1U811,315,ASK,,,
2015,Subaru,Forester,CWTWBU766,433.92,ASK,,,
2015,Subaru,Impreza,CWTWB1U811,315,ASK,,,
2015,Subaru,Impreza,CWTWBU766,433.92,ASK,,,
2015,Subaru,Impreza,HYQ14AHC,314.35,FSK,,,
2015,Subaru,Legacy,CWTWB1U811,315,ASK,,,
2015,Subaru,Legacy,HYQ14AHC,314.35,FSK,,,
2015,Subaru,Outback,CWTWB1U811,315,ASK,,,
2015,Subaru,Outback,HYQ14AHC,314.35,FSK,,,
2015,Subaru,STI,CWTWBU766,433.92,ASK,,,
2015,Subaru,WRX,CWTWB1U811,315,ASK,,,
2015,Subaru,WRX,CWTWBU766,433.92,ASK,,,
2015,Subaru,XV Crosstrek,CWTWB1U811,315,ASK,,,
2015,Subaru,XV Crosstrek,CWTWBU766,433.92,ASK,,,
2015,Subaru,XV Crosstrek,HYQ14AHC,314.35,FSK,,,
2015,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2015,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2015,Toyota,Avalon,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Camry,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,Camry,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Corolla,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,Corolla,HYQ12BEL,312.1/314.35,FSK,,,
2015,Toyota,Corolla,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Highlander,GQ4-52T,312.1/314.35,FSK,,,
2015,Toyota,Highlander,HYQ12BBY,314.35,ASK,,,
2015,Toyota,Highlander Limited,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Prius C,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,Prius C,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2015,Toyota,RAV4,GQ4-52T,312.1/314.35,FSK,,,
2015,Toyota,RAV4,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,RAV4,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2015,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2015,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2015,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2015,Toyota,Tacoma,HYQ12BDP,314.35,ASK,,,
2015,Toyota,Tacoma,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2015,Toyota,Venza,GQ4-29T,315,ASK,,,
2015,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2015,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2016,Acura,ILX,KR580399900,924/924.6,FSK,,,
2016,Acura,ILX,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Acura,MDX,KR580399900,924/924.6,FSK,,,
2016,Acura,MDX,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Acura,RDX,KR580399900,924/924.6,FSK,,,
2016,Acura,RDX,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Acura,RLX,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Acura,TLX,KR580399900,924/924.6,FSK,,,
2016,Acura,TLX,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Buick,Cascada,OHT01060512,315,ASK,,,
2016,Buick,Enclave,OUC60270 / OUC60221,315,ASK,,,
2016,Buick,Encore,OHT01060512,315,ASK,,,
2016,Buick,LaCrosse,OHT01060512,315,ASK,,,
2016,Buick,Regal,OHT01060512,315,ASK,,,
2016,Buick,Verano,OHT01060512,315,ASK,,,
2016,Cadillac,ATS,HYQ2AB,314.9,ASK/FSK,,,
2016,Cadillac,CT6,HYQ2EB,433.92,ASK/FSK,,,
2016,Cadillac,CTS,HYQ2AB,314.9,ASK/FSK,,,
2016,Cadillac,Escalade,HYQ2AB,314.9,ASK/FSK,,,
2016,Cadillac,SRX,NBG009768T,314.9,ASK,,,
2016,Cadillac,XTS,HYQ2AB,314.9,ASK/FSK,,,
2016,Chevrolet,Camaro,HYQ4EA,433.92,ASK/FSK,,,
2016,Chevrolet,Camaro,OHT01060512,315,ASK,,,
2016,Chevrolet,Colorado,M3N-32337100,314.9,ASK,,,
2016,Chevrolet,Corvette,NBGGD9C04,noRecord,XXX,,,
2016,Chevrolet,Cruze,HYQ4AA,314.9,ASK/FSK,,,
2016,Chevrolet,Cruze,LXP-T004 (XL8 Model),433.92,ASK,,LXP-T003 uses 314.9,
2016,Chevrolet,Cruze,OHT01060512,315,ASK,,,
2016,Chevrolet,Cruze XL8,HYQ4EA,433.92,ASK/FSK,,,
2016,Chevrolet,Equinox,OHT01060512,315,ASK,,,
2016,Chevrolet,Express,OUC60270 / OUC60221,315,ASK,,,
2016,Chevrolet,Impala,OHT01060512,315,ASK,,,
2016,Chevrolet,Impala,OUC60270 / OUC60221,315,ASK,,,
2016,Chevrolet,Malibu,HYQ4EA,433.92,ASK/FSK,,,
2016,Chevrolet,Malibu,OHT01060512,315,ASK,,,
2016,Chevrolet,Savana,OUC60270 / OUC60221,315,ASK,,,
2016,Chevrolet,Silverado,M3N-32337100,314.9,ASK,,,
2016,Chevrolet,Sonic,OHT01060512,315,ASK,,,
2016,Chevrolet,Spark,A2GM3AFUS03,314.9,ASK,,,
2016,Chevrolet,Spark,HYQ4AA,314.9,ASK/FSK,,,
2016,Chevrolet,SS,OHT01060512,315,ASK,,,
2016,Chevrolet,Suburban,HYQ1AA,314.9,ASK/FSK,,,
2016,Chevrolet,Suburban,M3N-32337100,314.9,ASK,,,
2016,Chevrolet,Tahoe,HYQ1AA,314.9,ASK/FSK,,,
2016,Chevrolet,Tahoe,M3N-32337100,314.9,ASK,,,
2016,Chevrolet,Traverse,OUC60270 / OUC60221,315,ASK,,,
2016,Chevrolet,Volt,HYQ4AA,314.9,ASK/FSK,,,
2016,Chrysler,200,M3N-40821302,433.92,ASK,,,
2016,Chrysler,300,M3N-40821302,433.92,ASK,,,
2016,Chrysler,Town & Country,IYZ-C01C,433.92,ASK/FSK,,,
2016,Dodge,Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2016,Dodge,Challenger,M3N-40821302,433.92,ASK,,,
2016,Dodge,Charger,M3N-40821302,433.92,ASK,,,
2016,Dodge,Dart,M3N32297100,433.92,ASK,,,
2016,Dodge,Dart,M3N-40821302,433.92,ASK,,,
2016,Dodge,Durango,M3N-40821302,433.92,ASK,,,
2016,Dodge,Grand Caravan,IYZ-C01C,433.92,ASK/FSK,,,
2016,Dodge,Journey,M3N-40821302,433.92,ASK,,,
2016,Dodge,Ram 1500,GQ4-53T,433.92,ASK,,,
2016,Dodge,Ram,GQ4-53T,433.92,ASK,,,
2016,Dodge,Ram,GQ4-54T,433.92,ASK,,,
2016,Ford,C-Max,KR55WK48801,433.589/434.251,FSK,,,
2016,Ford,C-Max,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,C-Max,OUCD6000022,315,ASK,,,
2016,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2016,Ford,Edge,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Edge,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Escape,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Escape,OUCD6000022,315,ASK,,,
2016,Ford,Expedition,CWTWB1U793,315,ASK,,,
2016,Ford,Expedition,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Explorer,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Explorer,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Explorer,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F150,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,F150,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,F150,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F150,N5F-A08TDA,902.375/903.425,FSK,,,
2016,Ford,F250,CWTWB1U793,315,ASK,,,
2016,Ford,F250,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F350,CWTWB1U793,315,ASK,,,
2016,Ford,F350,N5F-A08TAA,314.95,ASK,,,
2016,Ford,F450,CWTWB1U793,315,ASK,,,
2016,Ford,F550,CWTWB1U793,315,ASK,,,
2016,Ford,F650,CWTWB1U793,315,ASK,,,
2016,Ford,F750,CWTWB1U793,315,ASK,,,
2016,Ford,Fiesta,CWTWB1U793,315,ASK,,,
2016,Ford,Fiesta,KR55WK47899,315,ASK,,,
2016,Ford,Fiesta,KR55WK48801,433.589/434.251,FSK,,,
2016,Ford,Flex,CWTWB1U793,315,ASK,,,
2016,Ford,Flex,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Focus,KR55WK48801,433.589/434.251,FSK,,,
2016,Ford,Focus,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Focus,OUCD6000022,315,ASK,,,
2016,Ford,Fusion,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Fusion,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Fusion,N5F-A08TAA,314.95,ASK,,,
2016,Ford,Mustang,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Ford,Mustang,M3N-A2C31243800,314.95,ASK/FSK,,,
2016,Ford,Taurus,CWTWB1U793,315,ASK,,,
2016,Ford,Taurus,M3N5WY8609,315,ASK/FSK,,,
2016,Ford,Transit Connect,OUCD6000022,315,ASK,,,
2016,Ford,Transit,OUCD6000022,315,ASK,,,
2016,GMC,Acadia,OUC60270 / OUC60221,315,ASK,,,
2016,GMC,Canyon,M3N-32337100,314.9,ASK,,,
2016,GMC,Canyon,M3N32337100,314.9,ASK,,,
2016,GMC,Savana,OUC60270 / OUC60221,315,ASK,,,
2016,GMC,Sierra,M3N-32337100,314.9,ASK,,,
2016,GMC,Sierra,M3N32337100,314.9,ASK,,,
2016,GMC,Yukon,HYQ1AA,314.9,ASK/FSK,,,
2016,Honda,Accord,ACJ932HK1310A,433.92,FSK,,,
2016,Honda,Accord,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,Civic,KR5V2X,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2016,Honda,Civic,MLBHLIK6-1TA,433.92,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,CR-V,ACJ932HK1210A,313.85,FSK,,,
2016,Honda,CR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,Fit,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Honda,HR-V,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Honda,HR-V,MLBHLIK6-1T,313.85,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,
2016,Honda,Odyssey,KR5V1X,313.55/314.15,FSK,Rollback 5 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F2951X
2016,Honda,Odyssey,N5F-S0084A,313.85,FSK,,,
2016,Honda,Pilot,KR5V2X V41,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2016,Honda,Pilot,KR5V2X V44,433.66/434.18,FSK,Replay attack (Might be Rollback 5 Strict),https://www.rtl-sdr.com/opening-and-starting-honda-civic-vehicles-with-a-hackrf-replay-attack/,
2016,Hyundai,Accent,TQ8RKE-4F14,433.92,FSK,,,
2016,Hyundai,Azera,SY5DMFNA433,433.92,FSK,,,
2016,Hyundai,Elantra GT,TQ8RKE-3F03,315,FSK,,,
2016,Hyundai,Elantra,OSLOKA-423T,433.92,FSK,,,
2016,Hyundai,Elantra,SY5MDFNA433,433.92,FSK,,,
2016,Hyundai,Genesis Coupe,SY5RBFNA433,433.92,FSK,,,
2016,Hyundai,Genesis Sedan,SY5DHFNA433,433.92,FSK,,,
2016,Hyundai,Santa Fe,SY5DMFNA04,315,FSK,,,
2016,Hyundai,Santa Fe,SY5DMFNA433,433.92,FSK,,,
2016,Hyundai,Santa Fe,TQ8-RKE-3F04,315,FSK,,,
2016,Hyundai,Sonata,CQOFD00120,433.92,FSK,,,
2016,Hyundai,Sonata,TQ8-RKE-4F16,433.92,FSK,,,
2016,Hyundai,Tucson,TQ8-FOB-4F07,433.92,FSK,Rollback 2 Loose,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,OMRON-MD-015
2016,Hyundai,Tucson,TQ8-RKE-4F25,433.92,FSK,Possible Rollback 2 Loose. Similar to TQ8-FOB-4F07 (RKE-4F07),,
2016,Hyundai,Veloster,SY5HMFNA04,315,FSK,,,
2016,Infiniti,Q50,KR5S180144014,433.92,FSK,,,
2016,Infiniti,Q50,KR5S180144203,315,FSK,,,
2016,Infiniti,Q50,KR5S180144204,noRecord,XXX,,,
2016,Infiniti,Q70,CWTWB1U787,433.92,FSK,,,
2016,Infiniti,QX50,KR55WK49622,315,FSK,,,
2016,Infiniti,QX60,KR5S180144014,433.92,FSK,,,
2016,Infiniti,QX70,KR55WK49622,315,FSK,,,
2016,Infiniti,QX80,CWTWB1G744,433.92,FSK,,,
2016,Jeep,Cherokee,GQ4-53T,433.92,ASK,,,
2016,Jeep,Cherokee,GQ4-54T,433.92,ASK,,,
2016,Jeep,Compass,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2016,Jeep,Grand Cherokee,M3N-40821302,433.92,ASK,,,
2016,Jeep,Grand Cherokee SRT,M3N-40821302,433.92,ASK,,,
2016,Jeep,Patriot,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2016,Jeep,Renegade,M3N-40821302,433.92,ASK,,,
2016,Jeep,Wrangler,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2016,Kia,Cadenza,SY5KHFNA433,433.92,FSK,,,
2016,Kia,Forte,OSLOKA-870T,313.85,FSK,Rollback 2 Loose,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,OMRON MD-011
2016,Kia,K900,SY5KHFNA433,433.92,FSK,,,
2016,Kia,Optima,SY5JFFGE04,433.92,FSK,,,
2016,Kia,Optima,SY5JFRGE04,433.92,FSK,,,
2016,Kia,Rio,SY5XMFNA04,315,FSK,,,
2016,Kia,Rio,TQ8-RKE-3F05,315,FSK,,,
2016,Kia,Sedona,SY5YPFGE06,433.92,FSK,,,
2016,Kia,Sedona,TQ8-RKE-4F19,433.92,FSK,,,
2016,Kia,Sedona,TQ8-RKE-4F21,433.92,FSK,,,
2016,Kia,Sorento,OSLOKA-910T,433.92,FSK,,,
2016,Kia,Sorento,TQ8-FOB-4F06,433.92,FSK,,,
2016,Kia,Soul,OSLOKA-875T,433.92,FSK,Possible Rollback 2 Loose. Similar to OSLOKA-870T. Same chipset,,OMRON MD-011
2016,Kia,Soul,OSLOKA-875T (PSD),433.92,FSK,Possible Rollback 2 Loose. Similar to OSLOKA-870T. Same chipset,,OMRON MD-011
2016,Kia,Sportage,NYODD4TX1306-TFL,315,FSK,,,
2016,Kia,Sportage,TQ8-FOB-4F08,433.92,FSK,,,
2016,Kia,Sportage,TQ8-RKE-4F27,433.92,FSK,,,
2016,Lexus,CT200h,HYQ14ACX,314.35,FSK,,,
2016,Lexus,ES300h,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,ES350,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,GS200t,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,GS300t,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,GS350,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,GS450h,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,IS200t,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,IS250,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,IS350,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,LX570,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,NX200,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,NX200t,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,NX200T,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,NX300h,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,NX300,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,RC200t,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,RC300,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,RC350,HYQ14FBA,312.1/314.35,FSK,,,
2016,Lexus,RX350,HYQ14FBB,312.1/314.35,FSK,,,
2016,Lexus,RX450h,HYQ14FBB,312.1/314.35,FSK,,,
2016,Lincoln,MKC,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Lincoln,MKS,M3N5WY8609,315,ASK/FSK,,,
2016,Lincoln,MKT,M3N5WY8609,315,ASK/FSK,,,
2016,Lincoln,MKX,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Lincoln,MKZ,M3N-A2C31243300,902.375/903.425,FSK,,,
2016,Lincoln,Navigator,M3N5WY8609,315,ASK/FSK,,,
2016,Mazda,3 Hatchback 5 Door,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2016,Mazda,3 Hatchback,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2016,Mazda,3 Sedan,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2016,Mazda,3,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2016,Mazda,6,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2016,Mazda,6,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2016,Mazda,CX-3,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2016,Mazda,CX-5,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2016,Mazda,CX-5,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2016,Mazda,CX-9,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
2016,Mazda,CX-9,WAZSKE13D02,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP A2V25
2016,Mazda,MX-5 Miata,WAZSKE13D01,315,FSK,Rollback 3 Strict,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7953PC
